Date,predicted_mean
2024-09-25,5455.645798736784
2024-09-26,5459.368746062493
2024-09-27,5463.091693388203
2024-09-30,5466.814640713912
2024-10-01,5470.537588039621
2024-10-02,5474.260535365331
2024-10-03,5477.98348269104
2024-10-04,5481.706430016749
2024-10-07,5485.429377342459
2024-10-08,5489.152324668168
2024-10-09,5492.8752719938775
2024-10-10,5496.598219319587
2024-10-11,5500.321166645296
2024-10-14,5504.044113971006
2024-10-15,5507.767061296715
2024-10-16,5511.490008622424
2024-10-17,5515.212955948134
2024-10-18,5518.935903273843
2024-10-21,5522.658850599552
2024-10-22,5526.381797925262
2024-10-23,5530.104745250971
2024-10-24,5533.82769257668
2024-10-25,5537.55063990239
2024-10-28,5541.273587228099
2024-10-29,5544.9965345538085
2024-10-30,5548.719481879518
2024-10-31,5552.442429205227
2024-11-01,5556.165376530937
2024-11-04,5559.888323856646
2024-11-05,5563.611271182355
2024-11-06,5567.334218508065
2024-11-07,5571.057165833774
2024-11-08,5574.780113159483
2024-11-11,5578.503060485193
2024-11-12,5582.226007810902
2024-11-13,5585.948955136611
2024-11-14,5589.671902462321
2024-11-15,5593.39484978803
2024-11-18,5597.1177971137395
2024-11-19,5600.840744439449
2024-11-20,5604.563691765158
2024-11-21,5608.2866390908675
2024-11-22,5612.009586416577
2024-11-25,5615.732533742286
2024-11-26,5619.455481067996
2024-11-27,5623.178428393705
2024-11-29,5626.901375719414
2024-12-02,5630.624323045124
2024-12-03,5634.347270370833
2024-12-04,5638.070217696542
2024-12-05,5641.793165022252
2024-12-06,5645.516112347961
2024-12-09,5649.23905967367
2024-12-10,5652.96200699938
2024-12-11,5656.684954325089
2024-12-12,5660.4079016507985
2024-12-13,5664.130848976508
2024-12-16,5667.853796302217
2024-12-17,5671.576743627927
2024-12-18,5675.299690953636
2024-12-19,5679.022638279345
2024-12-20,5682.745585605055
2024-12-23,5686.468532930764
2024-12-24,5690.191480256473
2024-12-26,5693.914427582183
2024-12-27,5697.637374907892
2024-12-30,5701.360322233601
2024-12-31,5705.083269559311
2025-01-02,5708.80621688502
2025-01-03,5712.5291642107295
2025-01-06,5716.252111536439
2025-01-07,5719.975058862148
2025-01-08,5723.698006187858
2025-01-10,5727.420953513567
2025-01-13,5731.143900839276
2025-01-14,5734.866848164986
2025-01-15,5738.589795490695
2025-01-16,5742.312742816404
2025-01-17,5746.035690142114
2025-01-21,5749.758637467823
2025-01-22,5753.481584793532
2025-01-23,5757.204532119242
2025-01-24,5760.927479444951
2025-01-27,5764.6504267706605
2025-01-28,5768.37337409637
2025-01-29,5772.096321422079
2025-01-30,5775.819268747789
2025-01-31,5779.542216073498
2025-02-03,5783.265163399207
2025-02-04,5786.988110724917
2025-02-05,5790.711058050626
2025-02-06,5794.434005376335
2025-02-07,5798.156952702045
2025-02-10,5801.879900027754
2025-02-11,5805.602847353463
2025-02-12,5809.325794679173
2025-02-13,5813.048742004882
2025-02-14,5816.7716893305915
2025-02-18,5820.494636656301
2025-02-19,5824.21758398201
2025-02-20,5827.9405313077195
2025-02-21,5831.663478633429
2025-02-24,5835.386425959138
2025-02-25,5839.109373284848
2025-02-26,5842.832320610557
2025-02-27,5846.555267936266
2025-02-28,5850.278215261976
2025-03-03,5854.001162587685
2025-03-04,5857.724109913394
2025-03-05,5861.447057239104
2025-03-06,5865.170004564813
2025-03-07,5868.892951890522
2025-03-10,5872.615899216232
2025-03-11,5876.338846541941
2025-03-12,5880.0617938676505
2025-03-13,5883.78474119336
2025-03-14,5887.507688519069
2025-03-17,5891.230635844779
2025-03-18,5894.953583170488
2025-03-19,5898.676530496197
2025-03-20,5902.399477821907
2025-03-21,5906.122425147616
2025-03-24,5909.845372473325
2025-03-25,5913.568319799035
2025-03-26,5917.291267124744
2025-03-27,5921.014214450453
2025-03-28,5924.737161776163
2025-03-31,5928.460109101872
2025-04-01,5932.1830564275815
2025-04-02,5935.906003753291
2025-04-03,5939.628951079
2025-04-04,5943.35189840471
2025-04-07,5947.074845730419
2025-04-08,5950.797793056128
2025-04-09,5954.520740381838
2025-04-10,5958.243687707547
2025-04-11,5961.966635033256
2025-04-14,5965.689582358966
2025-04-15,5969.412529684675
2025-04-16,5973.135477010384
2025-04-17,5976.858424336094
2025-04-21,5980.581371661803
2025-04-22,5984.3043189875125
2025-04-23,5988.027266313222
2025-04-24,5991.750213638931
2025-04-25,5995.473160964641
2025-04-28,5999.19610829035
2025-04-29,6002.919055616059
2025-04-30,6006.642002941769
2025-05-01,6010.364950267478
2025-05-02,6014.087897593187
2025-05-05,6017.810844918897
2025-05-06,6021.533792244606
2025-05-07,6025.256739570315
2025-05-08,6028.979686896025
2025-05-09,6032.702634221734
2025-05-12,6036.4255815474435
2025-05-13,6040.148528873153
2025-05-14,6043.871476198862
2025-05-15,6047.5944235245715
2025-05-16,6051.317370850281
2025-05-19,6055.04031817599
2025-05-20,6058.7632655017
2025-05-21,6062.486212827409
2025-05-22,6066.209160153118
